Comienca comienca RG 0.952324
otros otro PI0MP000 0.347561
que que PR0CN000 0.648953
los lo PP3MPA00 0.0355791
costriñiesen costriñiesen VMSI3P0 1
adorar adorar VMN0000 1
los el DA0MP0 0.964169
ydolos ídolo NCMP000 1
. . Fp 1

E e CC 1
ellos ellos PP3MP000 1
ante antes RG 0.619303
se saber VMIP1S0 0.763441
dexaron dejar VMIS3P0 1
todos todo DI0MP0 0.769608
morir morir VMN0000 1
que que CS 0.351047
fazerlo hacer+lo VMN0000+PP3CNa00 0.5 hacer+lo VMN0000+PP3MSa00 0.5
, , Fc 1
e e CC 1
magera maguer CS 1
se se PP3CN000 0.0107527
pudieran poder VMSI3P0 1
defender defender VMN0000 1
, , Fc 1
que que CS 0.351047
estauan estar VAII3P0 1
bien bien RG 0.963887
armados armar VMPS0PM 1
e e CC 1
eran ser VSII3P0 1
muy muy RG 1
fuertes fuerte AQ0CP0 1
caualleros caballero NCMP000 0.954545
; ; Fx 1
enpero empero CC 1
tendieron tender VMIS3P0 1
los el DA0MP0 0.964169
pezcueços pezcueços NCMP000 0.544159
e e CC 1
reçibieron recibir VMIS3P0 1
el el DA0MS0 0.880831
martirio martirio NCMS000 1
por por SPS00 1
Jesu jesús NP000P0 1
Cristo cristo NP000P0 1
: : Fd 1
e e CC 1
fueron ser VSIS3P0 0.938596
mas más RG 0.654277
santos santo AQ0MP0 0.5
porque porque CS 0.996454
se saber VMIP1S0 0.763441
non no RN 0.99968
quisieron querer VMIS3P0 1
defender defender VMN0000 1
. . Fp 1

Capitulo capítulo NCMS000 1
. . Fp 1

xiii 13 Z 1
. . Fp 1

, , Fc 1
do donde PR000000 0.984536
muestra mostrar VMIP3S0 0.614458
que que CS 0.351047
son ser VSIP3P0 0.987239
de de SPS00 0.999758
escarnesçer escarnecer VMN0000 1
los el DA0MP0 0.964169
lidiadores lidiador NCMP000 1
, , Fc 1
que que PR0CN000 0.648953
dize decir VMIP3S0 1
que que CS 0.351047
mejor mejor AQ0CS0 0.983871
ferir herir VMN0000 1
es ser VSIP3S0 1
cortando cortar VMG0000 1
que que CS 0.351047
estocando estocando VMG0000 1
. . Fp 1

En en SPS00 1
el el DA0MS0 0.880831
capitulo capítulo NCMS000 1
xiii 13 Z 1
, , Fc 1
do donde PR000000 0.984536
muestra mostrar VMIP3S0 0.614458
que que CS 0.351047
son ser VSIP3P0 0.987239
de de SPS00 0.999758
escarneçer escarnecer VMN0000 1
los el DA0MP0 0.964169
lidiadores lidiador NCMP000 1
que que PR0CN000 0.648953
dizen decir VMIP3P0 1
que que CS 0.351047
mejor mejor AQ0CS0 0.983871
ferir herir VMN0000 1
es ser VSIP3S0 1
cortando cortar VMG0000 1
que que CS 0.351047
estocando estocando VMG0000 1
, , Fc 1
ca ca CS 0.982082
mas más RG 0.654277
de de SPS00 0.999758
escoger escoger VMN0000 1
es ser VSIP3S0 1
ferir herir VMN0000 1
de de SPS00 0.999758
las el DA0FP0 0.860393
puntas punta NCCP000 1
que que CS 0.351047
cortar cortar VMN0000 1
de de SPS00 0.999758
tajo tajo NP000G0 0.785714
, , Fc 1
e e CC 1
esto este PD0NS000 0.983631
muestra mostrar VMIP3S0 0.614458
e e CC 1
prueua prueba NCFS000 0.846154
en en SPS00 1
este este DD0MS0 0.93323
capitulo capítulo NCMS000 1
por por SPS00 1
çinco cinco AQ0MS0 0.366391
razones razón NCFP000 0.991803
. . Fp 1

La el DA0FS0 0.897854
primera 1 AO0FS0 0.70892
se saber VMIP1S0 0.763441
toma toma NCFS000 0.846154
del del_de+del_el SP+DA 0.5
defendimiento defendimiento NCMS000 1
de de SPS00 0.999758
las el DA0FP0 0.860393
armas arma NCFP000 0.987805
: : Fd 1
mas mas CC 0.345275
tarde tarde RG 0.583333
viene venir VMIP3S0 1
el el DA0MS0 0.880831
golpe golpe NCMS000 1
a a SPS00 0.956937
la el DA0FS0 0.897854
carne carne NCFS000 1
, , Fc 1
e e CC 1
esto este PD0NS000 0.983631
ya ya RG 0.876984
es ser VSIP3S0 1
prouado probar VMPS0SM 1
muchas mucho DI0FP0 0.836538
vezes vez NCFP000 1
; ; Fx 1
e e CC 1
por por SPS00 1
ende ende RG 1
los el DA0MP0 0.964169
maestros maestro NCMP000 0.633609
de de SPS00 0.999758
las el DA0FP0 0.860393
armas arma NCFP000 0.987805
mandan mandar VMIP3P0 1
fazer hacer VMN0000 1
las el DA0FP0 0.860393
lorigas loriga NCFP000 1
anchas ancho AQ0FP0 1
, , Fc 1
por por SPS00 1
que que PR0CN000 0.648953
mas más RG 0.654277
fuerte fuerte AQ0CS0 1
las lo PP3FPA00 0.139221
ayan haber VASP3P0 0.65625
de de SPS00 0.999758
cortar cortar VMN0000 1
quando cuándo PT000000 1
en en SPS00 1
ellas ellos PP3FP000 1
firieren herir VMSF3P0 1
. . Fp 1

Ca ca CS 0.982082
si sí PP3CNO00 0.0449735
estudieren estar VASF3P0 1
muy muy RG 1
apretadas apretar VMPS0PF 1
, , Fc 1
mas mas CC 0.345275
ayna aína RG 0.968254
se saber VMIP1S0 0.763441
cortarian cortar VMIC3P0 1
los el DA0MP0 0.964169
anillos anillo NCMP000 1
, , Fc 1
e e CC 1
vernia venir VMIC3S0 0.608332
el el DA0MS0 0.880831
colpe colpo NCMS000 0.5
a a SPS00 0.956937
la el DA0FS0 0.897854
carne carne NCFS000 1
. . Fp 1

E e CC 1
çierto cierto AQ0MS0 1
es ser VSIP3S0 1
que que CS 0.351047
quando cuándo PT000000 1
fieren herir VMIP3P0 1
de de SPS00 0.999758
punta punta NCCS000 1
de de SPS00 0.999758
lança lanza NCFS000 0.81526
o o CC 0.99692
de de SPS00 0.999758
estoque estoque NCMS000 1
, , Fc 1
menos menos RG 1
anillos anillo NCMP000 1
han haber VAIP3P0 0.97619
de de SPS00 0.999758
cortar cortar VMN0000 1
que que CS 0.351047
quando cuándo PT000000 1
fieren herir VMIP3P0 1
cortando cortar VMG0000 1
, , Fc 1
e e CC 1
por por SPS00 1
ende ende RG 1
mejor mejor AQ0CS0 0.983871
golpe golpe NCMS000 1
es ser VSIP3S0 1
de de SPS00 0.999758
punta punta NCCS000 1
que que PR0CN000 0.648953
el el DA0MS0 0.880831
de de SPS00 0.999758
la el DA0FS0 0.897854
boca boca NCFS000 1
del del_de+del_el SP+DA 0.5
estoque estoque NCMS000 1
. . Fp 1

La el DA0FS0 0.897854
segunda 2 AO0FS0 1
razon razón NCFS000 1
se saber VMIP1S0 0.763441
toma toma NCFS000 0.846154
del del_de+del_el SP+DA 0.5
defendimiento defendimiento NCMS000 1
de de SPS00 0.999758
los el DA0MP0 0.964169
huesos hueso NCMP000 1
, , Fc 1
ca ca CS 0.982082
quando cuándo PT000000 1
fieren herir VMIP3P0 1
cortando cortar VMG0000 1
mas mas CC 0.345275
huesos hueso NCMP000 1
han haber VAIP3P0 0.97619
de de SPS00 0.999758
cortar cortar VMN0000 1
para para SPS00 0.988789
fazer hacer VMN0000 1
golpe golpe NCMS000 1
mortal mortal AQ0CS0 0.954545
que que CS 0.351047
quando cuándo PT000000 1
fieren herir VMIP3P0 1
de de SPS00 0.999758
punta punta NCCS000 1
. . Fp 1

Ca ca CS 0.982082
pequeño pequeño AQ0MS0 0.366391
golpe golpe NCMS000 1
de de SPS00 0.999758
punta punta NCCS000 1
puede poder VMIP3S0 0.960993
llegar llegar VMN0000 1
al al_a+al_el SP+DA 0.915677
coraçon corazón NCMS000 1
, , Fc 1
o o CC 0.99692
a a SPS00 0.956937
los el DA0MP0 0.964169
mienbros miembro NCMP000 0.633585
vitales vital AQ0CP0 1
, , Fc 1
e e CC 1
por por SPS00 1
ende ende RG 1
los el DA0MP0 0.964169
enemigos enemigo NCMP000 0.65625
que que PR0CN000 0.648953
quieren querer VMIP3P0 1
ferir herir VMN0000 1
de de SPS00 0.999758
golpes golpe NCMP000 1
mortales mortal NCMP000 0.633609
mejor mejor AQ0CS0 0.983871
les le PP3CPD00 1
es ser VSIP3S0 1
de de SPS00 0.999758
lidiar lidiar VMN0000 1
de de SPS00 0.999758
las el DA0FP0 0.860393
puntas punta NCCP000 1
firiendo herir VMG0000 1
que que CS 0.351047
de de SPS00 0.999758
tajo tajo NP000G0 0.785714
. . Fp 1

La el DA0FS0 0.897854
terçera 3 AO0FS0 0.0833333
razon razón NCFS000 1
se saber VMIP1S0 0.763441
toma toma NCFS000 0.846154
del del_de+del_el SP+DA 0.5
mayor mayor AQ0CS0 0.996454
aperçebimiento apercibimiento NCMS000 1
de de SPS00 0.999758
los el DA0MP0 0.964169
enemigos enemigo NCMP000 0.65625
, , Fc 1
ca ca CS 0.982082
quando cuándo PT000000 1
los lo PP3MPA00 0.0355791
veen ver VMIP3P0 1
lidiar lidiar VMN0000 1
cortando cortar VMG0000 1
, , Fc 1
mas más RG 0.654277
se saber VMIP1S0 0.763441
pueden poder VMIP3P0 1
aperçebir apercibir VMN0000 1
para para SPS00 0.988789
resçebir recibir VMN0000 1
los el DA0MP0 0.964169
golpes golpe NCMP000 1
e e CC 1
para para SPS00 0.988789
guardarse guardar+se VMN0000+PP3CN000 1
dellos dellos_de+dellos_el SP+DA 0.5
que que CS 0.351047
quando cuándo PT000000 1
van ir VMIP3P0 1
ferir herir VMN0000 1
de de SPS00 0.999758
puntas punta NCCP000 1
. . Fp 1

Et et CC 1
por por SPS00 1
ende ende RG 1
, , Fc 1
dize decir VMIP3S0 1
Vejeçio vegecio NP000P0 1
quel quel_que+quel_el CS+DA 0.5
ferir herir VMN0000 1
de de SPS00 0.999758
punta punta NCCS000 1
mata matar VMIP3S0 0.939394
al al_a+al_el SP+DA 0.915677
enemigo enemigo NCMS000 0.916667
ante antes RG 0.619303
que que CS 0.351047
lo lo PP3CNa00 0.348232
vea ver VMSP1S0 0.478261
nin ni CC 1
se se PP3CN000 0.0107527
aperçiba apercibir VMSP3S0 0.642553
; ; Fx 1
onde donde PR000000 0.5
los el DA0MP0 0.964169
romanos romano AQ0MP0 0.916667
desta desta_de+desta_este SP+DD 1
manera manera NCFS000 1
de de SPS00 0.999758
ferir herir VMN0000 1
usauan usar VMII3P0 1
sienpre siempre RG 1
, , Fc 1
e e CC 1
escarneçian escarnecer VMII3P0 1
de de SPS00 0.999758
los el DA0MP0 0.964169
caualleros caballero NCMP000 0.954545
que que PR0CN000 0.648953
vinian venir VMII3P0 1
cortando cortar VMG0000 1
. . Fp 1

La el DA0FS0 0.897854
iiii° iiii° AQ0CS00 0.0305452
razon razón NCFS000 1
se ser VSM02S0 0.225806
toma tomar VMIP3S0 0.0769231
del del_de+del_el SP+DA 0.5
cansamiento cansamiento NCMS000 1
que que PR0CN000 0.648953
toman tomar VMIP3P0 1
los el DA0MP0 0.964169
lidiadores lidiador NCMP000 1
quando cuándo PT000000 1
usan usar VMIP3P0 1
del del_de+del_el SP+DA 0.5
cortar cortar VMN0000 1
. . Fp 1

Ca ca CS 0.982082
çierto cierto AQ0MS0 1
es ser VSIP3S0 1
que que CS 0.351047
por por SPS00 1
el el DA0MS0 0.880831
gran grande AQ0CS0 1
mouimiento movimiento NCMS000 1
de de SPS00 0.999758
los el DA0MP0 0.964169
mienbros miembro NCMP000 0.633585
, , Fc 1
mas mas CC 0.345275
ayna aína RG 0.968254
cansan cansar VMIP3P0 1
los el DA0MP0 0.964169
que que PR0CN000 0.648953
fieren herir VMIP3P0 1
cortando cortar VMG0000 1
que que CS 0.351047
los el DA0MP0 0.964169
que que PR0CN000 0.648953
fieren herir VMIP3P0 1
de de SPS00 0.999758
punta punta NCCS000 1
, , Fc 1
la el DA0FS0 0.897854
qual cuál DT0CS0 1
cosa cosa NCFS000 1
deuen deber VMIP3P0 1
ellos ellos PP3MP000 1
mucho mucho RG 0.930013
escusar excusar VMN0000 1
, , Fc 1
ca ca CS 0.982082
quando cuándo PT000000 1
los el DA0MP0 0.964169
omnes hombre NCMP000 1
son ser VSIP3P0 0.987239
cansados cansar VMPS0PM 1
, , Fc 1
non no RN 0.99968
les le PP3CPD00 1
finca fincar VMIP3S0 0.165544
sinon sino CC 0.96875
que que PR0CN000 0.648953
se se PP3CN000 0.0107527
vençan vencer VMSP3P0 0.970833
, , Fc 1
o o CC 0.99692
que que CS 0.351047
fuyan huir VMSP3P0 1
: : Fd 1
e e CC 1
por por SPS00 1
ende ende RG 1
, , Fc 1
mas más RG 0.654277
deuen deber VMIP3P0 1
escojer escoger VMN0000 1
el el DA0MS0 0.880831
lidiar lidiar VMN0000 1
de de SPS00 0.999758
puntas punta NCCP000 1
que que PR0CN000 0.648953
non no RN 0.99968
el él PP3MS000 0.119169
cortar cortar VMN0000 1
de de SPS00 0.999758
las el DA0FP0 0.860393
espadas espada NCFP000 1
. . Fp 1

La el DA0FS0 0.897854
v° 5 AQ0CS00 1
razon razón NCFS000 1
se ser VSM02S0 0.225806
toma tomar VMIP3S0 0.0769231
del del_de+del_el SP+DA 0.5
descubrimiento descubrimiento NCMS000 1
mayor mayor AQ0CS0 0.996454
que que PR0CN000 0.648953
faze hacer VMIP3S0 1
los el DA0MP0 0.964169
estocadores estocadores NCMP000 0.500227
, , Fc 1
que que CS 0.351047
los el DA0MP0 0.964169
estocadores estocadores NCMP000 0.500227
: : Fd 1
e e CC 1
a a SPS00 0.956937
esto este PD0NS000 0.983631
deuen deber VMIP3P0 1
tener tener VMN0000 1
mucho mucho RG 0.930013
mientes mentir VMIP2S0 0.1
los el DA0MP0 0.964169
lidiadores lidiador NCMP000 1
, , Fc 1
que que CS 0.351047
non no RN 0.99968
se se PP3CN000 0.0107527
descubran descubrir VMSP3P0 0.970833
firiendo herir VMG0000 1
. . Fp 1

E e CC 1
çierto cierto AQ0MS0 1
es ser VSIP3S0 1
que que CS 0.351047
quando cuándo PT000000 1
lidian lidiar VMIP3P0 1
cortando cortar VMG0000 1
, , Fc 1
han haber VAIP3P0 0.97619
de de SPS00 0.999758
alçar alzar VMN0000 1
por por SPS00 1
fuerça fuerza NCFS000 0.96875
los el DA0MP0 0.964169
braços brazo NCMP000 1
derechos derecho NCMP000 0.954545
, , Fc 1
e e CC 1
asi así RG 1
se saber VMIP1S0 0.763441
descubren descubrir VMIP3P0 1
mas más RG 0.654277
e e CC 1
dan dar VMIP3P0 0.591704
mas más RG 0.654277
lugar lugar NCMS000 1
a a SPS00 0.956937
los el DA0MP0 0.964169
enemigos enemigo NCMP000 0.65625
que que PR0CN000 0.648953
los lo PP3MPA00 0.0355791
fieran herir VMSP3P0 1
en en SPS00 1
descubierto descubierto NCMS000 0.7625
. . Fp 1

E e CC 1
todos todo DI0MP0 0.769608
los el DA0MP0 0.964169
buenos bueno AQ0MP0 1
lidiadores lidiador NCMP000 1
deuen deber VMIP3P0 1
asi así RG 1
ferir herir VMN0000 1
que que CS 0.351047
non no RN 0.99968
sean ser VSSP3P0 0.986111
feridos herir VMPS0PM 0.916667
, , Fc 1
e e CC 1
por por SPS00 1
ende ende RG 1
mejor mejor AQ0CS0 0.983871
les le PP3CPD00 1
es ser VSIP3S0 1
ferir herir VMN0000 1
de de SPS00 0.999758
las el DA0FP0 0.860393
puntas punta NCCP000 1
que que PR0CN000 0.648953
non no RN 0.99968
de de SPS00 0.999758
tajos tajo NCMP000 1
. . Fp 1

Mas mas CC 0.345275
aqui aquí RG 1
conviene convenir VMIP3S0 1
de de SPS00 0.999758
notar notar VMN0000 1
que que CS 0.351047
segunt según SPS00 0.990196
que que PR0CN000 0.648953
viere ver VMSF1S0 0.5
la el DA0FS0 0.897854
manera manera NCFS000 1
de de SPS00 0.999758
la el DA0FS0 0.897854
batalla batalla NCFS000 1
, , Fc 1
asi así RG 1
deue deber VMIP3S0 0.993174
usar usar VMN0000 1
de de SPS00 0.999758
las el DA0FP0 0.860393
armas arma NCFP000 0.987805
. . Fp 1

Ca ca CS 0.982082
do donde PR000000 0.984536
es ser VSIP3S0 1
menester menester NCMS000 1
el el DA0MS0 0.880831
cortar cortar VMN0000 1
, , Fc 1
non no RN 0.99968
lo lo PP3CNa00 0.348232
deuen deber VMIP3P0 1
dexar dejar VMN0000 1
, , Fc 1
mas mas CC 0.345275
coporando coporando VMG0000 1
estas este DD0FP0 0.776824
dos 2 Z 0.994169
maneras manera NCFP000 1
, , Fc 1
en en SPS00 1
uno uno PI0MS000 0.905738
Vegeçio vegecio NP000P0 1
dize decir VMIP3S0 1
que que PR0CN000 0.648953
mejor mejor AQ0CS0 0.983871
es ser VSIP3S0 1
estocar estocar VMN0000 1
que que CS 0.351047
cortar cortar VMN0000 1
, , Fc 1
e e CC 1
por por SPS00 1
ende ende RG 1
los el DA0MP0 0.964169
antigos antiguo AQ0MP0 1
mandauan mandar VMII3P0 1
fazer hacer VMN0000 1
pungiones pungiones NCFP000 1
que que PR0CN000 0.648953
eran ser VSII3P0 1
armas arma NCFP000 0.987805
muy muy RG 1
mortales mortal AQ0CP0 0.366391
, , Fc 1
e e CC 1
cochillos cuchillo NCMP000 1
rolinques rolinques RG 0.83902
todos todo DI0MP0 0.769608
dos 2 Z 0.994169
de de SPS00 0.999758
azero acero NCMS000 1
. . Fp 1

E e CC 1
a a SPS00 0.956937
estas este PD0FP000 0.175966
llaman llamar VMIP3P0 1
agora ahora RG 1
misiricordia misericordia NCFS000 1
, , Fc 1
e e CC 1
usauan usar VMII3P0 1
mucho mucho RG 0.930013
de de SPS00 0.999758
ferir herir VMN0000 1
de de SPS00 0.999758
lança lanza NCFS000 0.81526
so so SPS00 0.355634
el el DA0MS0 0.880831
sobaco sobaco NCMS000 1
, , Fc 1
que que PR0CN000 0.648953
faze hacer VMIP3S0 1
grant grande AQ0CS0 1
golpe golpe NCMS000 1
por por SPS00 1
la el DA0FS0 0.897854
virtud virtud NCFS000 1
del del_de+del_el SP+DA 0.5
cauallo caballo NCMS000 1
, , Fc 1
e e CC 1
non no RN 0.99968
pierden perder VMIP3P0 1
la el DA0FS0 0.897854
lança lanza NCFS000 0.81526
, , Fc 1
e e CC 1
solian soler VMII3P0 1
mucho mucho RG 0.930013
usar usar VMN0000 1
de de SPS00 0.999758
azconas azcona NCFP000 1
monteras montera NCFP000 1
, , Fc 1
que que PR0CN000 0.648953
fazian hacer VMII3P0 1
golpes golpe NCMP000 1
muy muy RG 1
mortales mortal AQ0CP0 0.366391
. . Fp 1

Et et CC 1
desto desto_de+desto_este SP+PD 1
cuenta cuenta NCFS000 0.398693
Valerio valerio NP000P0 1
en en SPS00 1
el el DA0MS0 0.880831
terçero 3 AO0MS0 0.5
libro libro NCMS000 0.993994
, , Fc 1
que que CS 0.351047
los el DA0MP0 0.964169
caualleros caballero NCMP000 0.954545
antigos antiguo AQ0MP0 1
pugnauan pugnar VMII3P0 1
por por SPS00 1
aprender aprender VMN0000 1
todas todo DI0FP0 0.958167
las el DA0FP0 0.860393
manera manera NCFS000 1
del del_de+del_el SP+DA 0.5
arte arte NCCS000 1
del del_de+del_el SP+DA 0.5
lidiar lidiar VMN0000 1
, , Fc 1
e e CC 1
usauanse usar+se VMII3P0+PP3CN000 1
mucho mucho RG 0.930013
en en SPS00 1
las el DA0FP0 0.860393
armas arma NCFP000 0.987805
aun aun RG 1
en en SPS00 1
tienpo tiempo NCMS000 1
de de SPS00 0.999758
paz paz NCFS000 1
, , Fc 1
faziendo hacer VMG0000 1
torneamiento torneamiento NCMS000 1
e e CC 1
justas justo AQ0FP0 0.875
por por SPS00 1
que que PR0CN000 0.648953
pudiesen poder VMSI3P0 1
escojer escoger VMN0000 1
la el DA0FS0 0.897854
mejor mejor AQ0CS0 0.983871
manera manera NCFS000 1
de de SPS00 0.999758
ferir herir VMN0000 1
e e CC 1
de de SPS00 0.999758
lidiar lidiar VMN0000 1
. . Fp 1

E e CC 1
quando cuándo PT000000 1
beyan ver VMII3P0 1
que que CS 0.351047
algunos alguno PI0MP000 0.31982
non no RN 0.99968
se saber VMIP1S0 0.763441
auian haber VAII3P0 0.5
bien bien RG 0.963887
en en SPS00 1
estas este DD0FP0 0.776824
maneras manera NCFP000 1
, , Fc 1
non no RN 0.99968
les le PP3CPD00 1
querian querer VMII3P0 1
dar dar VMN0000 1
armas arma NCFP000 0.987805
, , Fc 1
nin ni CC 1
fazerlos hacer+lo VMN0000+PP3MPA00 1
caualleros caballero NCMP000 0.954545
, , Fc 1
e e CC 1
si si CS 0.944444
algunos alguno DI0MP0 0.68018
fechos hecho NCMP000 0.952569
que que PR0CN000 0.648953
non no RN 0.99968
lo lo PP3CNa00 0.348232
mereçian merecer VMII3P0 1
de de SPS00 0.999758
seer ser VSN0000 0.990196
, , Fc 1
tornauanlos tornar+lo VMII3P0+PP3MPA00 1
a a SPS00 0.956937
orden orden NCFS000 0.65
de de SPS00 0.999758
peones peón NCMP000 1
, , Fc 1
e e CC 1
esto este PD0NS000 0.983631
fazian hacer VMII3P0 1
señaladamente señaladamente RG 1
quando cuándo PT000000 1
fallauan fallar VMII3P0 0.5
en en SPS00 1
ellos ellos PP3MP000 1
grant grande AQ0CS0 1
mengua mengua NCFS000 0.478261
en en SPS00 1
la el DA0FS0 0.897854
lid lid NCMS000 1
. . Fp 1

Onde donde RG 0.5
cuenta contar VMIP3S0 0.594771
de de SPS00 0.999758
un uno DI0MS0 0.930636
prinçipe príncipe NCMS000 1
que que PR0CN000 0.648953
e e CC 1
dizian decir VMII3P0 1
Aurelio aurelio NP000P0 1
, , Fc 1
que que PR0CN000 0.648953
a a SPS00 0.956937
un uno DI0MS0 0.930636
su su DP3CS0 1
fijo hijo NCMS000 1
, , Fc 1
porque porque CS 0.996454
era ser VSII1S0 0.483357
astroso astroso AQ0MS0 1
cauallero caballero NCMS000 0.87037
, , Fc 1
mandolo mandar+lo VMIS3S0+PP3CNa00 0.295033 mandar+lo VMIS3S0+PP3MSa00 0.295033
açotar azotar VMN0000 1
muy muy RG 1
fuertemente fuertemente RG 1
, , Fc 1
e e CC 1
fizole hacer+le VMIS3S0+PP3CSD00 1
tirar tirar VMN0000 1
las el DA0FP0 0.860393
armas arma NCFP000 0.987805
, , Fc 1
e e CC 1
pusolo poner+lo VMIS3S0+PP3CNa00 0.5 poner+lo VMIS3S0+PP3MSa00 0.5
entre entre SPS00 0.97037
los el DA0MP0 0.964169
peones peón NCMP000 1
, , Fc 1
e e CC 1
esto este PD0NS000 0.983631
fizo hacer VMIS3S0 1
porque porque CS 0.996454
por por SPS00 1
su su DP3CS0 1
culpa culpa NCFS000 0.939394
fuera ser VSSI1S0 0.176136
robada robar VMPS0SF 1
la el DA0FS0 0.897854
hueste hueste NCFS000 1
, , Fc 1
e e CC 1
quando cuándo PT000000 1
tal tal DD0CS0 0.776243
era ser VSII1S0 0.483357
la el DA0FS0 0.897854
culpa culpa NCFS000 0.939394
de de SPS00 0.999758
los el DA0MP0 0.964169
caualleros caballero NCMP000 0.954545
, , Fc 1
dauanles dar+le VMII3P0+PP3CPD00 1
mayores mayor NCCP000 0.5
penas penar VMIP2S0 0.916667
, , Fc 1
e e CC 1
matauanlos matar+lo VMII3P0+PP3MPA00 1
segunt según SPS00 0.990196
que que PR0CN000 0.648953
de de SPS00 0.999758
suso suso RG 1
dixiemos decir VMIS1P0 1
. . Fp 1

Onde donde RG 0.5
cuenta contar VMIP3S0 0.594771
Valerio valerio NP000P0 1
que que PR0CN000 0.648953
Rrobtilio rrobtilio VMIS3S0 0.908914
, , Fc 1
prinçipe príncipe NCMS000 1
de de SPS00 0.999758
la el DA0FS0 0.897854
caualleria caballería NCFS000 1
, , Fc 1
dos 2 Z 0.994169
legiones legión NCFP000 1
de de SPS00 0.999758
caualleros caballero NCMP000 0.954545
que que PR0CN000 0.648953
fueron ser VSIS3P0 0.938596
malos malo AQ0MP0 0.990196
mandolos mandar+lo VMIS3S0+PP3MPA00 0.649965
venir venir VMN0000 1
ante antes RG 0.619303
si si CS 0.944444
, , Fc 1
e e CC 1
aquellos aquel PD0MP000 0.65411
que que PR0CN000 0.648953
malos malo AQ0MP0 0.990196
fueron ser VSIS3P0 0.938596
en en SPS00 1
la el DA0FS0 0.897854
fazienda facienda NCFS000 0.512121
, , Fc 1
e e CC 1
fuyeron huir VMIS3P0 1
della della_de+della_el SP+DA 0.5
, , Fc 1
el el DA0MS0 0.880831
mesmo mismo AQ0MS0 0.458647
les le PP3CPD00 1
dio dar VMIS3S0 1
la el DA0FS0 0.897854
pena pena NCFS000 0.968254
, , Fc 1
e e CC 1
tomo tomar VMIP1S0 0.496933
una uno DI0FS0 0.763441
segur segur NCFS000 1
, , Fc 1
e e CC 1
asi así RG 1
como como CS 0.953008
vinian venir VMII3P0 1
, , Fc 1
asi así RG 1
les le PP3CPD00 1
daua dar VMII1S0 0.5
en en SPS00 1
las el DA0FP0 0.860393
cabeças cabeza NCFP000 1
, , Fc 1
e e CC 1
los lo PP3MPA00 0.0355791
mataua matar VMII3S0 0.65
, , Fc 1
por por SPS00 1
que que PR0CN000 0.648953
todos todo DI0MP0 0.769608
los el DA0MP0 0.964169
otros otro PI0MP000 0.347561
tomasen tomar VMSI3P0 1
castigo castigo NCMS000 0.333333
, , Fc 1
e e CC 1
alli allí RG 1
fabla hablar VMIP3S0 0.98773
mucho mucho RG 0.930013
Vejeçio vegecio NP000P0 1
de de SPS00 0.999758
las el DA0FP0 0.860393
penas pena NCFP000 0.0833333
que que PR0CN000 0.648953
daua dar VMII1S0 0.5
a a SPS00 0.956937
los el DA0MP0 0.964169
malos malo AQ0MP0 0.990196
caualleros caballero NCMP000 0.954545
. . Fp 1

Ca ca CS 0.982082
algunos alguno PI0MP000 0.31982
son ser VSIP3P0 0.987239
tan tan RG 1
gloriosos glorioso AQ0MP0 1
que que CS 0.351047
non no RN 0.99968
fazen hacer VMIP3P0 1
fuerça fuerza NCFS000 0.96875
, , Fc 1
sinon sino CC 0.96875
del del_de+del_el SP+DA 0.5
pareçer parecer VMN0000 0.754348
, , Fc 1
e e CC 1
semejan semejar VMIP3P0 1
caualleros caballero NCMP000 0.954545
, , Fc 1
e e CC 1
non no RN 0.99968
lo lo PP3CNa00 0.348232
son ser VSIP3P0 0.987239
. . Fp 1

Ca ca CS 0.982082
sus su DP3CP0 1
caualleria caballería NCFS000 1
cuentan contar VMIP3P0 1
entre entre SPS00 0.97037
las el DA0FP0 0.860393
mugeres mujer NCFP000 1
, , Fc 1
de de SPS00 0.999758
los el DA0MP0 0.964169
quales cuál PT0CP000 1
dize decir VMIP3S0 1
el el DA0MS0 0.880831
poeta poeta NCMS000 1
Enico enico AQ0MS00 0.39993
que que CS 0.351047
estos este PD0MP000 0.133621
cuentan contar VMIP3P0 1
marauillas maravilla NCFP000 0.755263
de de SPS00 0.999758
Amadis amadís NP000P0 1
, , Fc 1
e e CC 1
de de SPS00 0.999758
Tristan tristán NP000P0 1
, , Fc 1
e e CC 1
del del_de+del_el SP+DA 0.5
cauallero caballero NCMS000 0.87037
Çifar zifar NP000P0 1
, , Fc 1
e e CC 1
cuenta contar VMIP3S0 0.594771
de de SPS00 0.999758
